id,function,function_num
WP_000149107.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000149639.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000149999.1,transcription_regulation,7
WP_000150543.1,no_hit,11
WP_000150561.1,dna_rna_and_nucleotide_metabolism,4
WP_000150612.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000151456.1,transcription_regulation,7
WP_000151715.1,dna_rna_and_nucleotide_metabolism,4
WP_000151812.1,no_hit,11
WP_000152320.1,no_hit,11
WP_000152519.1,lysis,1
WP_000152933.1,no_hit,11
WP_000153070.1,no_hit,11
WP_000153129.1,no_hit,11
WP_000153268.1,other,6
WP_000153502.1,no_hit,11
WP_000153707.1,unknown_function,9
WP_000153906.1,dna_rna_and_nucleotide_metabolism,4
WP_000154043.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000154352.1,no_hit,11
WP_000154396.1,head_and_packaging,5
WP_000154958.1,no_hit,11
WP_000155257.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000155657.1,unknown_function,9
WP_000155727.1,tail,2
WP_000155944.1,unknown_function,9
WP_000156155.1,no_hit,11
WP_000156258.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000156526.1,no_hit,11
WP_000156547.1,other,6
WP_000156618.1,no_hit,11
WP_000156701.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000156811.1,no_hit,11
WP_000156861.1,head_and_packaging,5
WP_000157003.1,no_hit,11
WP_000157271.1,no_hit,11
WP_000157586.1,unknown_function,9
WP_000158056.1,no_hit,11
WP_000158159.1,unknown_function,9
WP_000158561.1,no_hit,11
WP_000158906.1,head_and_packaging,5
WP_000158974.1,no_hit,11
WP_000160122.1,no_hit,11
WP_000160336.1,no_hit,11
WP_000160654.1,unknown_function,9
WP_000160723.1,no_hit,11
WP_000160811.1,no_hit,11
WP_000161265.1,no_hit,11
WP_000162574.1,no_hit,11
WP_000162740.1,no_hit,11
WP_000163774.1,no_hit,11
WP_000164025.1,dna_rna_and_nucleotide_metabolism,4
WP_000164439.1,no_hit,11
WP_000165543.1,dna_rna_and_nucleotide_metabolism,4
WP_000165714.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000165876.1,other,6
WP_000165980.1,unknown_function,9
WP_000166270.1,no_hit,11
WP_000166449.1,transcription_regulation,7
WP_000166961.1,unknown_function,9
WP_000167336.1,dna_rna_and_nucleotide_metabolism,4
WP_000168040.1,no_hit,11
WP_000168305.1,dna_rna_and_nucleotide_metabolism,4
WP_000168421.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000168589.1,unknown_function,9
WP_000168711.1,no_hit,11
WP_000168751.1,connector,3
WP_000168788.1,no_hit,11
WP_000169173.1,no_hit,11
WP_000169624.1,dna_rna_and_nucleotide_metabolism,4
WP_000169742.1,no_hit,11
WP_000170104.1,transcription_regulation,7
WP_000170147.1,no_hit,11
WP_000170346.1,no_hit,11
WP_000170954.1,unknown_function,9
WP_000170963.1,lysis,1
WP_000171065.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000171604.1,no_hit,11
WP_000171710.1,no_hit,11
WP_000172008.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000172466.1,head_and_packaging,5
WP_000172738.1,transcription_regulation,7
WP_000172749.1,no_hit,11
WP_000172998.1,no_hit,11
WP_000173224.1,no_hit,11
WP_000173471.1,no_hit,11
WP_000173697.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000174589.1,no_hit,11
WP_000174701.1,no_hit,11
WP_000175032.1,no_hit,11
WP_000175296.1,no_hit,11
WP_000175365.1,transcription_regulation,7
WP_000175641.1,no_hit,11
WP_000175940.1,other,6
WP_000176187.1,no_hit,11
WP_000176265.1,no_hit,11
WP_000176537.1,no_hit,11
WP_000176738.1,no_hit,11
WP_000176813.1,no_hit,11
WP_000177232.1,no_hit,11
WP_000177506.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000177746.1,no_hit,11
WP_000177948.1,no_hit,11
WP_000178045.1,no_hit,11
WP_000178456.1,no_hit,11
WP_000178647.1,no_hit,11
WP_000179165.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000179409.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000179469.1,no_hit,11
WP_000179513.1,no_hit,11
WP_000179836.1,other,6
WP_000180056.1,no_hit,11
WP_000180194.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000180465.1,transcription_regulation,7
WP_000181307.1,dna_rna_and_nucleotide_metabolism,4
WP_000182053.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000182335.1,no_hit,11
WP_000182852.1,tail,2
WP_000182899.1,other,6
WP_000183060.1,no_hit,11
WP_000183113.1,no_hit,11
WP_000183344.1,no_hit,11
WP_000183364.1,dna_rna_and_nucleotide_metabolism,4
WP_000183479.1,no_hit,11
WP_000183532.1,unknown_function,9
WP_000183925.1,no_hit,11
WP_000184089.1,unknown_function,9
WP_000184261.1,no_hit,11
WP_000184606.1,no_hit,11
WP_000184851.1,dna_rna_and_nucleotide_metabolism,4
WP_000185243.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000185340.1,no_hit,11
WP_000186104.1,no_hit,11
WP_000186369.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000186450.1,other,6
WP_000186540.1,no_hit,11
WP_000186648.1,no_hit,11
WP_000186847.1,dna_rna_and_nucleotide_metabolism,4
WP_000187008.1,no_hit,11
WP_000187358.1,unknown_function,9
WP_000187445.1,dna_rna_and_nucleotide_metabolism,4
WP_000187530.1,no_hit,11
WP_000187594.1,no_hit,11
WP_000187775.1,no_hit,11
WP_000188174.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000188862.1,transcription_regulation,7
WP_000188870.1,transcription_regulation,7
WP_000189014.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000189187.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000189215.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000189317.1,no_hit,11
WP_000189352.1,no_hit,11
WP_000189500.1,transcription_regulation,7
WP_000189536.1,dna_rna_and_nucleotide_metabolism,4
WP_000189743.1,no_hit,11
WP_000190288.1,no_hit,11
WP_000190506.1,no_hit,11
WP_000190516.1,no_hit,11
WP_000190577.1,no_hit,11
WP_000190651.1,no_hit,11
WP_000190855.1,no_hit,11
WP_000190982.1,no_hit,11
WP_000191257.1,no_hit,11
WP_000191362.1,no_hit,11
WP_000191541.1,no_hit,11
WP_000191592.1,head_and_packaging,5
WP_000191872.1,integration_and_excision,10
WP_000192401.1,unknown_function,9
WP_000192540.1,no_hit,11
WP_000192626.1,unknown_function,9
WP_000192748.1,other,6
WP_000192888.1,no_hit,11
WP_000193393.1,other,6
WP_000193447.1,no_hit,11
WP_000193529.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000193803.1,dna_rna_and_nucleotide_metabolism,4
WP_000194233.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000194260.1,no_hit,11
WP_000194527.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000194871.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000195009.1,dna_rna_and_nucleotide_metabolism,4
WP_000195186.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000195286.1,dna_rna_and_nucleotide_metabolism,4
WP_000195961.1,other,6
WP_000196038.1,other,6
WP_000196256.1,integration_and_excision,10
WP_000196875.1,dna_rna_and_nucleotide_metabolism,4
WP_000197360.1,transcription_regulation,7
WP_000197578.1,no_hit,11
WP_000197686.1,no_hit,11
WP_000197865.1,no_hit,11
WP_000197985.1,dna_rna_and_nucleotide_metabolism,4
WP_000198153.1,connector,3
WP_000198214.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000198328.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000198472.1,no_hit,11
WP_000198733.1,lysis,1
WP_000198815.1,dna_rna_and_nucleotide_metabolism,4
WP_000199295.1,dna_rna_and_nucleotide_metabolism,4
WP_000199442.1,integration_and_excision,10
WP_000199475.1,unknown_function,9
WP_000199485.1,lysis,1
WP_000200120.1,no_hit,11
WP_000200379.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000201060.1,dna_rna_and_nucleotide_metabolism,4
WP_000201407.1,unknown_function,9
WP_000201819.1,no_hit,11
WP_000202114.1,no_hit,11
WP_000202795.1,no_hit,11
WP_000202894.1,head_and_packaging,5
WP_000202900.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000202940.1,unknown_function,9
WP_000202996.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000203025.1,no_hit,11
WP_000203107.1,no_hit,11
WP_000203439.1,no_hit,11
WP_000203541.1,no_hit,11
WP_000203741.1,no_hit,11
WP_000203893.1,no_hit,11
WP_000203905.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000204018.1,no_hit,11
WP_000204139.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000204340.1,no_hit,11
WP_000204658.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000204742.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000204825.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000205213.1,no_hit,11
WP_000205767.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000205805.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000206275.1,no_hit,11
WP_000206445.1,dna_rna_and_nucleotide_metabolism,4
WP_000206732.1,no_hit,11
WP_000206822.1,no_hit,11
WP_000206995.1,unknown_function,9
WP_000207116.1,dna_rna_and_nucleotide_metabolism,4
WP_000207556.1,no_hit,11
WP_000207678.1,head_and_packaging,5
WP_000208194.1,no_hit,11
WP_000208242.1,other,6
WP_000208500.1,unknown_function,9
WP_000208520.1,no_hit,11
WP_000208668.1,no_hit,11
WP_000208757.1,lysis,1
WP_000209030.1,no_hit,11
WP_000209521.1,no_hit,11
WP_000209792.1,no_hit,11
WP_000209826.1,no_hit,11
WP_000209883.1,no_hit,11
WP_000210111.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000210141.1,transcription_regulation,7
WP_000210739.1,no_hit,11
WP_000210801.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000210878.1,no_hit,11
WP_000211123.1,tail,2
WP_000211172.1,no_hit,11
WP_000211225.1,no_hit,11
WP_000211267.1,dna_rna_and_nucleotide_metabolism,4
WP_000211493.1,no_hit,11
WP_000211655.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000211693.1,other,6
WP_000211858.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000211937.1,no_hit,11
WP_000211971.1,no_hit,11
WP_000212254.1,no_hit,11
WP_000212464.1,dna_rna_and_nucleotide_metabolism,4
WP_000212652.1,no_hit,11
WP_000213028.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000213047.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000213225.1,no_hit,11
WP_000213294.1,no_hit,11
WP_000213385.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000213447.1,tail,2
WP_000213472.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000214398.1,no_hit,11
WP_000214510.1,no_hit,11
WP_000214712.1,unknown_function,9
WP_000215141.1,connector,3
WP_000215549.1,transcription_regulation,7
WP_000216210.1,no_hit,11
WP_000216509.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000216791.1,no_hit,11
WP_000216995.1,tail,2
WP_000217004.1,tail,2
WP_000217135.1,no_hit,11
WP_000217254.1,no_hit,11
WP_000217679.1,no_hit,11
WP_000217739.1,tail,2
WP_000217879.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000217950.1,transcription_regulation,7
WP_000218177.1,dna_rna_and_nucleotide_metabolism,4
WP_000218228.1,no_hit,11
WP_000218362.1,no_hit,11
WP_000218480.1,no_hit,11
WP_000218642.1,unknown_function,9
WP_000219122.1,no_hit,11
WP_000219193.1,integration_and_excision,10
WP_000219686.1,no_hit,11
WP_000219910.1,tail,2
WP_000220128.1,no_hit,11
WP_000220281.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000220402.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000221794.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000222188.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000222489.1,no_hit,11
WP_000224054.1,no_hit,11
WP_000224099.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000224227.1,no_hit,11
WP_000224291.1,no_hit,11
WP_000224334.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000224402.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000224470.1,dna_rna_and_nucleotide_metabolism,4
WP_000224573.1,other,6
WP_000224603.1,no_hit,11
WP_000224677.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000224714.1,no_hit,11
WP_000224836.1,no_hit,11
WP_000224877.1,no_hit,11
WP_000224907.1,integration_and_excision,10
WP_000224969.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000225204.1,no_hit,11
WP_000225276.1,no_hit,11
WP_000225947.1,no_hit,11
WP_000226327.1,dna_rna_and_nucleotide_metabolism,4
WP_000226403.1,no_hit,11
WP_000226782.1,unknown_function,9
WP_000226815.1,dna_rna_and_nucleotide_metabolism,4
WP_000227811.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000227927.1,no_hit,11
WP_000227958.1,other,6
WP_000228271.1,no_hit,11
WP_000228346.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000228473.1,no_hit,11
WP_000228544.1,no_hit,11
WP_000228583.1,no_hit,11
WP_000228655.1,no_hit,11
WP_000228926.1,no_hit,11
WP_000229982.1,no_hit,11
WP_000230277.1,no_hit,11
WP_000231928.1,tail,2
WP_000232245.1,no_hit,11
WP_000232687.1,no_hit,11
WP_000233043.1,unknown_function,9
WP_000233090.1,unknown_function,9
WP_000233304.1,unknown_function,9
WP_000233452.1,dna_rna_and_nucleotide_metabolism,4
WP_000234483.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000234823.1,no_hit,11
WP_000235090.1,tail,2
WP_000235210.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000235416.1,no_hit,11
WP_000235522.1,other,6
WP_000235663.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000236317.1,dna_rna_and_nucleotide_metabolism,4
WP_000236977.1,other,6
WP_000237947.1,no_hit,11
WP_000239181.1,no_hit,11
WP_000239579.1,no_hit,11
WP_000239596.1,lysis,1
WP_000239733.1,transcription_regulation,7
WP_000239881.1,no_hit,11
WP_000239959.1,dna_rna_and_nucleotide_metabolism,4
WP_000241011.1,no_hit,11
WP_000241259.1,other,6
WP_000241671.1,no_hit,11
WP_000242755.1,no_hit,11
WP_000243741.1,other,6
WP_000244203.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000244781.1,no_hit,11
WP_000245650.1,no_hit,11
WP_000245723.1,tail,2
WP_000245816.1,no_hit,11
WP_000245915.1,no_hit,11
WP_000246059.1,unknown_function,9
WP_000246158.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000246433.1,no_hit,11
WP_000246554.1,no_hit,11
WP_000246788.1,no_hit,11
WP_000246815.1,dna_rna_and_nucleotide_metabolism,4
WP_000246856.1,no_hit,11
WP_000246882.1,no_hit,11
WP_000247872.1,dna_rna_and_nucleotide_metabolism,4
WP_000248639.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000249209.1,no_hit,11
WP_000249410.1,dna_rna_and_nucleotide_metabolism,4
WP_000250007.1,dna_rna_and_nucleotide_metabolism,4
WP_000250274.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000250473.1,dna_rna_and_nucleotide_metabolism,4
WP_000251694.1,unknown_function,9
WP_000251735.1,tail,2
WP_000251875.1,no_hit,11
WP_000252388.1,integration_and_excision,10
WP_000252905.1,unknown_function,9
WP_000252980.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000253274.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000253799.1,no_hit,11
WP_000253975.1,dna_rna_and_nucleotide_metabolism,4
WP_000254140.1,no_hit,11
WP_000254360.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000254636.1,no_hit,11
WP_000254708.1,no_hit,11
WP_000254738.1,no_hit,11
WP_000254839.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000255020.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000255079.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000256002.1,no_hit,11
WP_000256203.1,no_hit,11
WP_000256391.1,no_hit,11
WP_000256438.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000256450.1,no_hit,11
WP_000256678.1,no_hit,11
WP_000256723.1,no_hit,11
WP_000256969.1,other,6
WP_000257010.1,no_hit,11
WP_000257187.1,other,6
WP_000257278.1,no_hit,11
WP_000257293.1,no_hit,11
WP_000257409.1,no_hit,11
WP_000257740.1,no_hit,11
WP_000257930.1,unknown_function,9
WP_000258241.1,no_hit,11
WP_000259002.1,connector,3
WP_000261909.1,no_hit,11
WP_000262107.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000262146.1,no_hit,11
WP_000263098.1,no_hit,11
WP_000263347.1,lysis,1
WP_000263572.1,no_hit,11
WP_000264777.1,no_hit,11
WP_000265265.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000265942.1,no_hit,11
WP_000266488.1,no_hit,11
WP_000267659.1,no_hit,11
WP_000268232.1,dna_rna_and_nucleotide_metabolism,4
WP_000268419.1,lysis,1
WP_000268557.1,dna_rna_and_nucleotide_metabolism,4
WP_000269501.1,no_hit,11
WP_000270159.1,connector,3
WP_000270282.1,unknown_function,9
WP_000270305.1,unknown_function,9
WP_000270375.1,no_hit,11
WP_000270665.1,no_hit,11
WP_000271153.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000271401.1,connector,3
WP_000271685.1,no_hit,11
WP_000271966.1,dna_rna_and_nucleotide_metabolism,4
WP_000272188.1,transcription_regulation,7
WP_000272824.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000273151.1,transcription_regulation,7
WP_000273200.1,no_hit,11
WP_000273309.1,other,6
WP_000273724.1,no_hit,11
WP_000273844.1,dna_rna_and_nucleotide_metabolism,4
WP_000273919.1,no_hit,11
WP_000274524.1,no_hit,11
WP_000274577.1,no_hit,11
WP_000274629.1,no_hit,11
WP_000275365.1,no_hit,11
WP_000276149.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000276458.1,no_hit,11
WP_000277484.1,no_hit,11
WP_000277885.1,no_hit,11
WP_000278505.1,no_hit,11
WP_000279120.1,tail,2
WP_000279793.1,dna_rna_and_nucleotide_metabolism,4
WP_000279872.1,integration_and_excision,10
WP_000280488.1,dna_rna_and_nucleotide_metabolism,4
WP_000281320.1,no_hit,11
WP_000281463.1,other,6
WP_000281680.1,dna_rna_and_nucleotide_metabolism,4
WP_000282071.1,dna_rna_and_nucleotide_metabolism,4
WP_000282084.1,dna_rna_and_nucleotide_metabolism,4
WP_000282125.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000283664.1,no_hit,11
WP_000284027.1,no_hit,11
WP_000284050.1,no_hit,11
WP_000284241.1,tail,2
WP_000284277.1,no_hit,11
WP_000284524.1,lysis,1
WP_000284602.1,no_hit,11
WP_000284714.1,no_hit,11
WP_000284784.1,dna_rna_and_nucleotide_metabolism,4
WP_000285352.1,other,6
WP_000285607.1,no_hit,11
WP_000285784.1,no_hit,11
WP_000286494.1,lysis,1
WP_000287458.1,no_hit,11
WP_000288132.1,no_hit,11
WP_000288369.1,no_hit,11
WP_000288572.1,no_hit,11
WP_000288710.1,no_hit,11
WP_000289090.1,transcription_regulation,7
WP_000289295.1,integration_and_excision,10
WP_000289343.1,integration_and_excision,10
WP_000290223.1,no_hit,11
WP_000290466.1,connector,3
WP_000290551.1,no_hit,11
WP_000290570.1,no_hit,11
WP_000290727.1,unknown_function,9
WP_000290823.1,no_hit,11
WP_000291263.1,no_hit,11
WP_000291541.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000292363.1,no_hit,11
WP_000294644.1,no_hit,11
WP_000297142.1,unknown_function,9
WP_000297231.1,tail,2
WP_000297513.1,no_hit,11
WP_000299604.1,connector,3
WP_000299605.1,tail,2
WP_000300209.1,head_and_packaging,5
WP_000300246.1,unknown_function,9
WP_000301028.1,no_hit,11
WP_000301248.1,no_hit,11
WP_000301577.1,tail,2
WP_000301651.1,dna_rna_and_nucleotide_metabolism,4
WP_000301737.1,dna_rna_and_nucleotide_metabolism,4
WP_000301797.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000301864.1,no_hit,11
WP_000302102.1,no_hit,11
WP_000303437.1,transcription_regulation,7
WP_000303722.1,no_hit,11
WP_000306442.1,integration_and_excision,10
WP_000306525.1,unknown_function,9
WP_000306765.1,no_hit,11
WP_000307867.1,dna_rna_and_nucleotide_metabolism,4
WP_000310004.1,no_hit,11
WP_000312488.1,other,6
WP_000313339.1,unknown_function,9
WP_000313826.1,head_and_packaging,5
WP_000313827.1,head_and_packaging,5
WP_000316644.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000317652.1,unknown_function,9
WP_000319055.1,dna_rna_and_nucleotide_metabolism,4
WP_000319056.1,dna_rna_and_nucleotide_metabolism,4
WP_000319871.1,dna_rna_and_nucleotide_metabolism,4
WP_000320953.1,unknown_function,9
WP_000320954.1,unknown_function,9
WP_000321669.1,transcription_regulation,7
WP_000321706.1,tail,2
WP_000323221.1,no_hit,11
WP_000323555.1,no_hit,11
WP_000323571.1,other,6
WP_000323843.1,transcription_regulation,7
WP_000324899.1,tail,2
WP_000324902.1,tail,2
WP_000324904.1,tail,2
WP_000325282.1,dna_rna_and_nucleotide_metabolism,4
WP_000325284.1,dna_rna_and_nucleotide_metabolism,4
WP_000325430.1,no_hit,11
WP_000326744.1,no_hit,11
WP_000326771.1,no_hit,11
WP_000329525.1,unknown_function,9
WP_000329988.1,connector,3
WP_000330201.1,dna_rna_and_nucleotide_metabolism,4
WP_000331376.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000331454.1,no_hit,11
WP_000331566.1,dna_rna_and_nucleotide_metabolism,4
WP_000331707.1,no_hit,11
WP_000331776.1,transcription_regulation,7
WP_000332037.1,dna_rna_and_nucleotide_metabolism,4
WP_000332269.1,integration_and_excision,10
WP_000333125.1,no_hit,11
WP_000333170.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000333495.1,unknown_function,9
WP_000334100.1,dna_rna_and_nucleotide_metabolism,4
WP_000334221.1,no_hit,11
WP_000334610.1,no_hit,11
WP_000334881.1,no_hit,11
WP_000334896.1,no_hit,11
WP_000337047.1,no_hit,11
WP_000337656.1,dna_rna_and_nucleotide_metabolism,4
WP_000338974.1,no_hit,11
WP_000339106.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000339489.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000339591.1,no_hit,11
WP_000339792.1,no_hit,11
WP_000339951.1,no_hit,11
WP_000340206.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000340289.1,tail,2
WP_000340624.1,unknown_function,9
WP_000341004.1,lysis,1
WP_000341032.1,no_hit,11
WP_000342430.1,dna_rna_and_nucleotide_metabolism,4
WP_000342448.1,no_hit,11
WP_000342643.1,other,6
WP_000342749.1,other,6
WP_000343210.1,no_hit,11
WP_000343292.1,no_hit,11
WP_000344419.1,no_hit,11
WP_000344657.1,head_and_packaging,5
WP_000344800.1,unknown_function,9
WP_000344963.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000345402.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000345437.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000346017.1,no_hit,11
WP_000347013.1,unknown_function,9
WP_000347117.1,no_hit,11
WP_000347215.1,no_hit,11
WP_000347273.1,dna_rna_and_nucleotide_metabolism,4
WP_000347633.1,no_hit,11
WP_000347714.1,no_hit,11
WP_000347850.1,no_hit,11
WP_000348794.1,no_hit,11
WP_000349287.1,tail,2
WP_000349855.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000349922.1,dna_rna_and_nucleotide_metabolism,4
WP_000350058.1,unknown_function,9
WP_000350115.1,no_hit,11
WP_000350395.1,no_hit,11
WP_000350591.1,no_hit,11
WP_000350957.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000351284.1,dna_rna_and_nucleotide_metabolism,4
WP_000351464.1,dna_rna_and_nucleotide_metabolism,4
WP_000352823.1,tail,2
WP_000353873.1,no_hit,11
WP_000354046.1,unknown_function,9
WP_000354622.1,head_and_packaging,5
WP_000355484.1,no_hit,11
WP_000356344.1,connector,3
WP_000356841.1,dna_rna_and_nucleotide_metabolism,4
WP_000356956.1,no_hit,11
WP_000357265.1,no_hit,11
WP_000357763.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000357807.1,no_hit,11
WP_000358906.1,no_hit,11
WP_000358960.1,no_hit,11
WP_000359446.1,dna_rna_and_nucleotide_metabolism,4
WP_000360402.1,no_hit,11
WP_000360581.1,transcription_regulation,7
WP_000360900.1,no_hit,11
WP_000360951.1,unknown_function,9
WP_000361110.1,transcription_regulation,7
WP_000361458.1,no_hit,11
WP_000361615.1,integration_and_excision,10
WP_000361847.1,no_hit,11
WP_000361969.1,no_hit,11
WP_000362080.1,lysis,1
WP_000362388.1,no_hit,11
WP_000363798.1,no_hit,11
WP_000363950.1,tail,2
WP_000364335.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000364872.1,no_hit,11
WP_000364939.1,head_and_packaging,5
WP_000365150.1,no_hit,11
WP_000365585.1,no_hit,11
WP_000365788.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000366040.1,no_hit,11
WP_000366129.1,connector,3
WP_000366470.1,no_hit,11
WP_000366959.1,no_hit,11
WP_000367041.1,no_hit,11
WP_000367171.1,no_hit,11
WP_000367376.1,unknown_function,9
WP_000367826.1,no_hit,11
WP_000367870.1,no_hit,11
WP_000368046.1,no_hit,11
WP_000368061.1,tail,2
WP_000368070.1,tail,2
WP_000368083.1,no_hit,11
WP_000368131.1,other,6
WP_000368529.1,no_hit,11
WP_000369315.1,no_hit,11
WP_000370521.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000370883.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000371666.1,no_hit,11
WP_000371704.1,dna_rna_and_nucleotide_metabolism,4
WP_000371930.1,no_hit,11
WP_000371994.1,tail,2
WP_000372111.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000372139.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000372214.1,no_hit,11
WP_000372370.1,dna_rna_and_nucleotide_metabolism,4
WP_000373050.1,no_hit,11
WP_000373933.1,other,6
WP_000374012.1,no_hit,11
WP_000374915.1,transcription_regulation,7
WP_000375128.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000375940.1,head_and_packaging,5
WP_000377184.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000377224.1,unknown_function,9
WP_000377785.1,no_hit,11
WP_000378056.1,unknown_function,9
WP_000378258.1,no_hit,11
