contig	Accession	mash_distance	mash_pval	mash_matching_hashes	Description	Classification	Genome_Length_(bp)	Jumbophage	molGC_(%)	Molecule	Modification_Date	Number_CDS	Positive_Strand_(%)	Negative_Strand_(%)	Coding_Capacity_(%)	Low_Coding_Capacity_Warning	tRNAs	Host	Lowest_Taxa	Genus	Sub-family	Family	Order	Class	Phylum	Kingdom	Realm	Baltimore_Group	Genbank_Division	Isolation_Host_(beware_inconsistent_and_nonsense_values)
ESCO001.0321.00260.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
FUPS001.0321.00003.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
BACE001.0321.00044.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00102.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00357.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
XAAU001.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
PRFR001.0321.00018.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00053.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00156.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0723061	0.0	123/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00038.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0631684	0.0	153/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
LEFE001.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00009.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00233.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STWA001.0321.00004.C001.PICI.TypeB.variant0002.Set1	AY954948	0.174408	1.0441099999999998e-86	13/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00388.C001.PICI.TypeA.Set3	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00078.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STEP001.0321.00032.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01169.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00334.C001.PICI.TypeB.variant0002.Set3	AY954948	0.0491	0.0	217/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00081.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01403.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00505.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0492808	0.0	216/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.01298.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00719.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00281.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0955937	0.0	72/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00087.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00073.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00192.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00119.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
RHPY001.0321.00004.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01530.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00438.C001.PICI.TypeB.variant0002.Set1	AY954948	0.105264	0.0	58/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STPA007.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00055.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0358575	0.0	308/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00040.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0405854	0.0	271/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00331.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0852783	0.0	91/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00058.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00035.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STTE001.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00093.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00452.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0759181	0.0	113/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00134.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00271.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STSA003.0321.00010.C001.PICI.TypeB.variant0002.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
RHER001.0321.00002.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00965.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00250.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
BUPS002.0321.00016.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00094.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00673.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00256.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0733545	0.0	120/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00069.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STEP001.0321.00027.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set2	AY954948	0.047688	0.0	225/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00204.C001.PICI.TypeB.variant0002.Set1	AY954948	0.064825	0.0	147/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00038.C001.PICI.TypeB.variant0002.Set3	AY954948	0.0882637	0.0	85/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
STAU002.0321.00050.C001.PICI.TypeB.variant0002.Set3	AY954948	0.0909306	0.0	80/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00250.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01371.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00041.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
COAM002.0321.00001.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00066.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MASP004.0321.00001.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00102.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00175.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01307.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00236.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00329.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0653942	0.0	145/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00832.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00769.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00054.C001.PICI.TypeB.variant0002.Set2	AY954948	0.0872439	0.0	87/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MYTU002.0321.00077.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00057.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00059.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
COPS002.0321.00001.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00150.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01066.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00690.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01291.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00009.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0491	0.0	217/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
BIAN002.0321.00026.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00016.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0422904	0.0	259/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.01336.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01481.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00587.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00042.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00310.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYCE001.0321.00001.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00338.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0581372	0.0	173/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00398.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00015.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00078.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
BUPS002.0321.00084.C001.PICI.TypeB.variant0004.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MASC001.0321.00003.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00064.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYHA005.0321.00001.C001.PICI.TypeB.variant0001.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STLU004.0321.00006.C001.PICI.TypeB.variant0002.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00278.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00105.C001.PICI.TypeB.variant0004.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00544.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00190.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00350.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0759181	0.0	113/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00570.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STLU004.0321.00005.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STDE001.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00130.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00655.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00072.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STLU004.0321.00005.C001.PICI.TypeB.variant0002.Set2	AY954948	0.105264	0.0	58/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
MAST001.0321.00001.C001.PICI.TypeB.variant0002.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00398.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0653942	0.0	145/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.01314.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.00362.C001.PICI.TypeA.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00550.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0733545	0.0	120/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
ESCO001.0321.00566.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
ESCO001.0321.01378.C001.PICI.TypeA.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00122.C001.PICI.TypeB.variant0003.Set2	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
MYTU002.0321.00094.C001.PICI.TypeB.variant0003.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00316.C001.PICI.TypeB.variant0002.Set1	AY954948	0.0943778	0.0	74/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
BIAN002.0321.00001.C001.PICI.TypeB.variant0001.Set1	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit	no_inphared_mash_hit																										
STAU002.0321.00498.C001.PICI.TypeB.variant0002.Set2	AY954948	0.080322	0.0	102/1000	Staphylococcus phage PT1028	Staphylococcus phage PT1028 Viruses	15603.0	False	31.417	DNA	15-APR-2005	23.0	86.9565217391304	13.0434782608696	80.6191117092867		0.0	Staphylococcus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Staphylococcus aureus
