gene_id	function	pici_id
WLQYMNQG_CDS_2344	DNA binding protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2345	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2346	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2347	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2348	DNA polymerase/primase	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2349	DNA primase/helicase	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2350	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2351	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2352	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2353	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2354	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2355	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2356	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2357	spore coat protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2358	hypothetical protein	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2359	terminase small subunit	STAU002.0321.00172.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2360	major head protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2361	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2362	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2363	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2364	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2365	DNA helicase	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2366	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2367	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2368	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2369	hypothetical protein	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2370	integrase	MYSP003.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2371	integrase	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2372	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2373	transcriptional regulator	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2374	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2375	transcriptional repressor	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2376	DNA binding protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2377	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2378	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2379	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2380	DNA primase	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2381	DNA primase/helicase	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2382	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2383	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2384	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2385	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2386	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2387	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2388	spore coat protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2389	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2390	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2391	spore coat protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2392	hypothetical protein	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2393	terminase small subunit	STHO001.0321.00006.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2394	integrase	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2395	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2396	excisionase and transcriptional regulator	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2397	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2398	transcriptional repressor	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2399	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2400	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2401	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2402	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2403	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2404	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2405	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2406	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2407	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2408	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2409	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2410	major head protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2411	head decoration	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2412	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2413	hypothetical protein	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2414	terminase small subunit	ESCO001.0321.01464.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2415	integrase	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2416	transcriptional repressor	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2417	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2418	excisionase and transcriptional regulator	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2419	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2420	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2421	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2422	UvsX-like recombinase	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2423	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2424	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2425	HNH endonuclease	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2426	HNH endonuclease	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2427	terminase large subunit	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2428	portal protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2429	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2430	head scaffolding protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2431	hypothetical protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2432	major head protein	GOPH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2433	terminase small subunit	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2434	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2435	spore coat protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2436	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2437	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2438	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2439	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2440	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2441	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2442	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2443	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2444	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2445	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2446	DNA primase/helicase	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2447	DNA polymerase/primase	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2448	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2449	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2450	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2451	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2452	DNA binding protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2453	hypothetical protein	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2454	transcriptional regulator	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2455	integrase	STAU002.0321.00386.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2456	terminase small subunit	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2457	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2458	head decoration	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2459	major head protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2460	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2461	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2462	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2463	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2464	single strand DNA binding protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2465	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2466	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2467	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2468	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2469	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2470	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2471	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2472	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2473	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2474	Arc-like repressor	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2475	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2476	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2477	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2478	hypothetical protein	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2479	integrase	ESCO001.0321.00571.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2480	integrase	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2481	hypothetical protein	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2482	excisionase and transcriptional regulator	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2483	hypothetical protein	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2484	hypothetical protein	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2485	hypothetical protein	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2486	hypothetical protein	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2487	hypothetical protein	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2488	excisionase and transcriptional regulator	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2489	major head protein	RHSP015.0321.00001.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2490	integrase	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2491	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2492	excisionase and transcriptional regulator	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2493	transcriptional repressor	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2494	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2495	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2496	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2497	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2498	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2499	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2500	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2501	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2502	hypothetical protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2503	terminase small subunit	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2504	terminase small subunit	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2505	major head protein	ESCO001.0321.00359.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2506	terminase small subunit	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2507	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2508	head decoration	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2509	major head protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2510	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2511	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2512	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2513	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2514	single strand DNA binding protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2515	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2516	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2517	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2518	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2519	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2520	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2521	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2522	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2523	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2524	Arc-like repressor	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2525	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2526	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2527	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2528	hypothetical protein	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2529	integrase	ESCO001.0321.00650.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2530	integrase	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2531	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2532	transcriptional repressor	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2533	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2534	transcriptional regulator	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2535	DNA binding protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2536	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2537	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2538	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2539	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2540	DNA polymerase/primase	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2541	DNA primase/helicase	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2542	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2543	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2544	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2545	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2546	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2547	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2548	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2549	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2550	spore coat protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2551	hypothetical protein	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2552	terminase small subunit	STAU002.0321.00304.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_2553	integrase	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2554	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2555	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2556	excisionase and transcriptional regulator	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2557	transcriptional repressor	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2558	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2559	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2560	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2561	DNA primase	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2562	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2563	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2564	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2565	single strand DNA binding protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2566	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2567	major head protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2568	head decoration	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2569	excisionase and transcriptional regulator	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2570	hypothetical protein	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2571	terminase small subunit	ESCO001.0321.00065.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_2572	major head protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2573	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2574	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2575	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2576	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2577	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2578	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2579	DNA primase	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2580	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2581	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2582	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2583	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2584	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2585	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2586	transcriptional repressor	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2587	excisionase and transcriptional regulator	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2588	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2589	hypothetical protein	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2590	integrase	ESCO001.0321.01554.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_2591	terminase small subunit	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2592	hypothetical protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2593	spore coat protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2594	hypothetical protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2595	hypothetical protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2596	hypothetical protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2597	hypothetical protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2598	hypothetical protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_2599	hypothetical protein	STAU002.0321.00529.C001.PICI.TypeB.variant0002.Set3
